ykiho	name	class_cd	class_nm	sggu_nm	emdong_nm	addr	lon	lat	estb_day	doctor_total	telno	is_pediatric
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNjEjJDEjJDQjJDgz	강북삼성병원	01	상급종합	종로구	평동	서울특별시 종로구 새문안로 29, (평동)	126.96775	37.5684083	19790324	394	02-2001-2001	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNjEjJDEjJDQjJDgz	건국대학교병원	01	상급종합	광진구	화양동	서울특별시 광진구 능동로 120-1, (화양동)	127.0718276	37.5403764	19821116	397	1588-1533	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEyMjIjODEjJDEjJDIjJDgz	경희대학교병원	01	상급종합	동대문구	회기동	서울특별시 동대문구 경희대로 23, (회기동)	127.051852	37.5941195	19711005	430	02-958-8114	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNjEjJDEjJDAjJDgz	고려대학교의과대학부속구로병원	01	상급종합	구로구	구로동	서울특별시 구로구 구로동로 148, 고려대부속구로병원 (구로동)	126.8848701	37.492052	19830831	524	02-2626-1114	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjODEjJDEjJDIjJDgz	삼성서울병원	01	상급종합	강남구	일원동	서울특별시 강남구 일원로 81, (일원동, 삼성의료원)	127.0851508	37.4882977	19940613	1320	02-3410-2114	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz	서울대학교병원	01	상급종합	종로구	연건동	서울특별시 종로구 대학로 101, (연건동)	126.9990168	37.5797151	19810709	1482	1588-5700	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE0ODEjNTEjJDEjJDYjJDgz	연세대학교의과대학 강남세브란스병원	01	상급종합	강남구	도곡동	서울특별시 강남구 언주로 211, 강남세브란스병원 (도곡동)	127.0462683	37.4929296	19830404	512	02-2019-3114	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNjEjJDEjJDgjJDgz	연세대학교의과대학세브란스병원	01	상급종합	서대문구	신촌동	서울특별시 서대문구 연세로 50-1, (신촌동)	126.9408265	37.5623446	19740325	1277	02-2228-0114	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjEwMDIjNjEjJDEjJDQjJDgz	이화여자대학교의과대학부속목동병원	01	상급종합	양천구	목동	서울특별시 양천구 안양천로 1071, (목동)	126.8862043	37.536602	19930730	400	02-2650-5114	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjE0ODEjNDEjJDEjJDQjJDgz	재단법인아산사회복지재단 서울아산병원	01	상급종합	송파구	풍납동	서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)	127.107935	37.5265762	19890520	1585	02-3010-3114	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz	중앙대학교병원	01	상급종합	동작구	흑석동	서울특별시 동작구 흑석로 102, (흑석동)	126.9607839	37.5067481	20041201	361	1800-1114	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz	학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원)	01	상급종합	성북구	안암동5가	서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)	127.0263537	37.5870165	19740325	507	1577-0083	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjODEjJDEjJDIjJDgz	학교법인가톨릭학원가톨릭대학교서울성모병원	01	상급종합	서초구	반포동	서울특별시 서초구 반포대로 222, (반포동)	127.0051154	37.5009444	19800502	856	02-1588-1511	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNjEjJDEjJDAjJDgz	한양대학교병원	01	상급종합	성동구	사근동	서울특별시 성동구 왕십리로 222-1, (사근동)	127.0441339	37.5596569	19720424	416	02-2290-8114	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz	가톨릭대학교 여의도성모병원	11	종합병원	영등포구	여의도동	서울특별시 영등포구 63로 10, 여의도성모병원 (여의도동)	126.9367517	37.5183253	19860820	220	1661-7575	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNDEjJDEjJDQjJDgz	가톨릭대학교 은평성모병원	11	종합병원	은평구	진관동	서울특별시 은평구 통일로 1021, (진관동)	126.9161912	37.6334945	19610515	283	02-1811-7755	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz	강남베드로병원	11	종합병원	강남구	도곡동	서울특별시 강남구 남부순환로 2649, 베드로병원 (도곡동)	127.0396045	37.4856196	20031219	35	1544-7522	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjE4MzIjNDEjJDEjJDQjJDgz	강동경희대학교병원	11	종합병원	강동구	상일동	서울특별시 강동구 동남로 892, (상일동)	127.1576732	37.553536	20060227	290	02-440-7114	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE4MzIjNjEjJDEjJDgjJDgz	경찰병원	11	종합병원	송파구	가락동	서울특별시 송파구 송이로 123, 국립경찰병원 (가락동)	127.1235089	37.4963836	19710220	99	02-3400-1114	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNjEjJDEjJDQjJDgz	구로성심병원	11	종합병원	구로구	고척동	서울특별시 구로구 경인로 427, 구로성심병원 (고척동)	126.8664159	37.4996715	20000209	36	02-2067-1500	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjODEjJDEjJDIjJDgz	국립중앙의료원	11	종합병원	중구	을지로6가	서울특별시 중구 을지로 245, 국립중앙의료원 (을지로6가)	127.0056709	37.5672137	20100402	221	02-2260-7114	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjEyMjIjNTEjJDEjJDYjJDgz	기쁨병원	11	종합병원	서초구	서초동	서울특별시 서초구 서초중앙로 4, 기쁨병원 (서초동)	127.0180814	37.4827157	20060411	48	02-570-1234	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz	노원을지대학교병원	11	종합병원	노원구	하계동	서울특별시 노원구 한글비석로 68, 을지병원 (하계동)	127.0699354	37.6364793	19950114	211	02-970-8000	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz	녹색병원	11	종합병원	중랑구	면목동	서울특별시 중랑구 사가정로49길 53, (면목동)	127.0860738	37.5835731	20030917	34	02-490-2000	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjODEjJDEjJDYjJDgz	대림성모병원	11	종합병원	영등포구	대림동	서울특별시 영등포구 시흥대로 657, (대림동, 대림성모병원)	126.9072208	37.4906979	19740924	52	02-829-9000	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNTEjJDEjJDYjJDgz	명지성모병원	11	종합병원	영등포구	대림동	서울특별시 영등포구 도림로 156, 명지성모병원 (대림동)	126.8992626	37.4938623	19840807	35	02-1899-1475	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz	미즈메디병원	11	종합병원	강서구	내발산동	서울특별시 강서구 강서로 295, (내발산동)	126.8359357	37.5522178	20000124	55	02-2007-1000	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz	부민병원	11	종합병원	강서구	등촌동	서울특별시 강서구 공항대로 389, 부민병원 (등촌동)	126.8509273	37.556866	20110414	56	1577-7582	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz	삼육서울병원	11	종합병원	동대문구	휘경동	서울특별시 동대문구 망우로 82, (휘경동)	127.0653065	37.5879909	19660107	107	02-2244-0191	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjE0ODEjNzEjJDEjJDgjJDgz	서울성심병원	11	종합병원	동대문구	청량리동	서울특별시 동대문구 왕산로 259, 서울성심병원 (청량리동)	127.0497295	37.5843076	19911230	40	02-966-1616	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE0ODEjODEjJDEjJDYjJDgz	서울적십자병원	11	종합병원	종로구	평동	서울특별시 종로구 새문안로 9, 적십자병원 (평동)	126.9669974	37.5671805	19770401	42	02-2002-8000	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNTEjJDEjJDYjJDgz	서울특별시 동부병원	11	종합병원	동대문구	용두동	서울특별시 동대문구 무학로 124, (용두동)	127.0313409	37.5753681	19790701	29	02-920-9114	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjODEjJDEjJDYjJDgz	서울특별시보라매병원	11	종합병원	동작구	신대방동	서울특별시 동작구 보라매로5길 20, (신대방동)	126.9239058	37.4934414	19911116	272	02-870-2114	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNzEjJDEjJDgjJDgz	서울특별시서남병원	11	종합병원	양천구	신정동	서울특별시 양천구 신정이펜1로 20, (신정동)	126.8331531	37.5120195	20110328	54	1566-6688	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNjEjJDEjJDgjJDgz	서울특별시서울의료원	11	종합병원	중랑구	신내동	서울특별시 중랑구 신내로 156, (신내동)	127.0978309	37.6132762	20110309	221	02-2276-7000	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz	서울현대병원	11	종합병원	강북구	번동	서울특별시 강북구 도봉로 374, (번동, 서울현대병원)	127.0285199	37.6402555	20100324	16	1588-6853	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEyMjIjODEjJDEjJDYjJDgz	성심의료재단강동성심병원	11	종합병원	강동구	길동	서울특별시 강동구 성안로 150, (길동)	127.135378	37.5359971	19861017	237	02-2224-2114	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNzEjJDEjJDgjJDgz	성애의료재단 성애병원	11	종합병원	영등포구	신길동	서울특별시 영등포구 여의대방로53길 22, (신길동, 성애병원)	126.9224327	37.5120022	19820930	56	02-840-7114	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjODEjJDEjJDYjJDgz	세란병원	11	종합병원	종로구	무악동	서울특별시 종로구 통일로 256, (무악동)	126.9574606	37.5751835	19870424	55	02-737-0181	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNTEjJDEjJDIjJDgz	순천향대학교 부속 서울병원	11	종합병원	용산구	한남동	서울특별시 용산구 대사관로 59, (한남동)	127.0042579	37.533804	19780223	368	02-709-9114	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz	씨엠병원	11	종합병원	영등포구	영등포동4가	서울특별시 영등포구 영등포로36길 13, (영등포동4가, 충무병원)	126.9041862	37.5188597	19840302	26	02-2678-0001	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE0ODEjNTEjJDEjJDIjJDgz	우리들병원	11	종합병원	강서구	과해동	서울특별시 강서구 하늘길 70, (과해동)	126.7963265	37.5620454	20120430	19	02-2660-7500	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz	의료법인 청구성심병원	11	종합병원	은평구	갈현동	서울특별시 은평구 통일로 873, (갈현동)	126.9197006	37.6208615	19800128	27	02-350-3300	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjE0ODEjNTEjJDEjJDIjJDgz	의료법인동신의료재단 동신병원	11	종합병원	서대문구	홍은동	서울특별시 서대문구 연희로 272, 동신병원 본관동 (홍은동)	126.9364251	37.5813323	19940622	22	02-396-9161	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjEwMDIjNTEjJDEjJDYjJDgz	의료법인서울효천의료재단 에이치플러스양지병원	11	종합병원	관악구	신림동	서울특별시 관악구 남부순환로 1636, 양지병원 (신림동)	126.9325692	37.4841536	19800620	97	02-1877-8875	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQzNjEwMDIjNjEjJDEjJDgjJDgz	의료법인성화의료재단  대한병원	11	종합병원	강북구	수유동	서울특별시 강북구 도봉로 301, (수유동, 대한병원)	127.0226914	37.6354747	19820329	13	02-903-3232	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjE4MzIjNDEjJDEjJDgjJDgz	의료법인풍산의료재단동부제일병원	11	종합병원	중랑구	망우동	서울특별시 중랑구 망우로 511, 동부제일병원 지하1~6층 (망우동)	127.1090094	37.6007085	19830822	24	02-437-5011	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjEwMDIjODEjJDEjJDYjJDgz	의료법인한전의료재단 한일병원	11	종합병원	도봉구	쌍문동	서울특별시 도봉구 우이천로 308, 한일병원 (쌍문동)	127.0291228	37.6461401	19740328	114	02-901-3114	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjEyMjIjODEjJDEjJDYjJDgz	이화여자대학교의과대학부속서울병원	11	종합병원	강서구	마곡동	서울특별시 강서구 공항대로 260, 이화의대부속서울병원 (마곡동)	126.8362575	37.5572394	20181226	293	1522-7000	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjEwMDIjODEjJDEjJDIjJDgz	인제대학교 상계백병원	11	종합병원	노원구	상계동	서울특별시 노원구 동일로 1342, 상계백병원 (상계동)	127.0629909	37.6485408	19890814	232	02-950-1114	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz	재단법인베스티안재단베스티안서울병원	11	종합병원	성동구	하왕십리동	서울특별시 성동구 왕십리로 382, (하왕십리동)	127.0280199	37.5651103	20020419	9	02-3452-7575	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjE0ODEjNTEjJDEjJDIjJDgz	차의과학대학교 강남차병원	11	종합병원	강남구	역삼동	서울특별시 강남구 논현로 566, 강남차병원(역삼동650-9, 606-4, 605외2필지(지하7층~지하1층, 지상2층~7층)) (역삼동)	127.0345427	37.5067005	19901022	105	02-3468-3000	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz	한국보훈복지의료공단 중앙보훈병원	11	종합병원	강동구	둔촌동	서울특별시 강동구 진황도로61길 53, (둔촌동)	127.1478691	37.5303393	19831116	292	02-2225-1111	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQ0NjEwMDIjNjEjJDEjJDgjJDgz	한국원자력의학원원자력병원	11	종합병원	노원구	공릉동	서울특별시 노원구 노원로 75, 한국원자력의학원 (공릉동)	127.0824198	37.6288667	19851129	150	02-970-2114	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE0ODEjNTEjJDEjJDYjJDgz	한림대학교 강남성심병원	11	종합병원	영등포구	대림동	서울특별시 영등포구 신길로 1, (대림동, 강남성심병원)	126.9086527	37.4937262	19800111	244	02-829-5114	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNzEjJDEjJDgjJDgz	한림대학교 한강성심병원	11	종합병원	영등포구	영등포동7가	서울특별시 영등포구 버드나루로7길 12, (영등포동7가, 한강성심병원)	126.9096811	37.5231702	19820419	22	02-2639-5114	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjEwMDIjNjEjJDEjJDQjJDgz	혜민병원	11	종합병원	광진구	자양동	서울특별시 광진구 자양로 85, (자양동)	127.0836246	37.5354079	19851113	37	02-2049-9000	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjEyMjIjNTEjJDEjJDYjJDgz	홍익병원	11	종합병원	양천구	신정동	서울특별시 양천구 목동로 225, 홍익병원본관 (신정동)	126.8636551	37.5284838	19930820	51	02-2693-5555	False
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz	희명병원	11	종합병원	금천구	시흥동	서울특별시 금천구 시흥대로 244, (시흥동)	126.9005836	37.4556869	19850621	25	02-804-0002	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQwMyQ0NjEwMDIjNTEjJDEjJDIjJDgz	(의)가산의료재단 광동병원	21	병원	강남구	삼성동	서울특별시 강남구 봉은사로 612, (삼성동)	127.0621662	37.5142863	19940425	12	2222-4888	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQzNjEwMDIjODEjJDEjJDIjJDgz	123스텝업병원	21	병원	강동구	성내동	서울특별시 강동구 올림픽로 628-3, 지하1, 지상2~9층 (성내동)	127.1234953	37.537382	20250623	4	02-6485-1234	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQ0NjE0ODEjNjEjJDEjJDAjJDgz	365엠씨(mc)병원	21	병원	서초구	서초동	서울특별시 서초구 서초중앙로 126, 서울365mc병원 지하1층, 2~13층 (서초동)	127.0141365	37.4929843	20130117	15	02-3474-3653	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjE0ODEjODEjJDEjJDIjJDgz	9988병원	21	병원	성동구	행당동	서울특별시 성동구 왕십리로 269, (행당동)	127.0375193	37.5585817	20171123	6	02-2297-9988	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4OSQ0NjEwMDIjNDEjJDEjJDgjJDgz	가자연세병원	21	병원	서대문구	남가좌동	서울특별시 서대문구 수색로 18, 2~5층 (남가좌동, 영보웨딩부페)	126.9165989	37.5689576	20150811	8	02-304-5660	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjEyMjIjNTEjJDEjJDYjJDgz	강남고려병원	21	병원	관악구	봉천동	서울특별시 관악구 관악로 242, (봉천동)	126.9567943	37.4856349	19950520	3	1661-8267	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ4MiQ0NjE0ODEjNzEjJDEjJDgjJDgz	강남수병원	21	병원	송파구	삼전동	서울특별시 송파구 삼전로2길 11, (삼전동)	127.0861578	37.5013402	20070430	3	02-421-7100	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQyNjE4MzIjNDEjJDEjJDQjJDgz	강남유나이티드병원	21	병원	강남구	도곡동	서울특별시 강남구 남부순환로 2609, 하늘빌딩, 7~12층 (도곡동) (도곡동)	127.0351301	37.4849802	20070612	6	02-1644-0075	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQyNjEyMjIjODEjJDEjJDIjJDgz	강남을지대학교병원	21	병원	강남구	논현동	서울특별시 강남구 도산대로 202, 강남을지병원 B2~9층 (논현동)	127.0286438	37.5194124	20090831	1	1899-0001	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjE4MzIjODEjJDEjJDIjJDgz	강남제이에스병원	21	병원	강남구	도곡동	서울특별시 강남구 도곡로 122, 제이에스빌딩 (도곡동)	127.033745	37.4899185	20131114	5	02-533-3600	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQzNjEwMDIjNTEjJDEjJDYjJDgz	강남지인병원	21	병원	강남구	논현동	서울특별시 강남구 언주로 631, 강남지인병원 지하2층. 2~6층 (논현동)	127.03505	37.5127891	20180914	13	02-6985-4119	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQyNjEwMDIjNTEjJDEjJDIjJDgz	강남초이스병원	21	병원	강남구	역삼동	서울특별시 강남구 테헤란로 337, 4~8층 (역삼동)	127.0484885	37.5047776	20150724	4	02-539-2250	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ5OSQyNjE4MzIjNjEjJDEjJDgjJDgz	강남힐병원	21	병원	관악구	신림동	서울특별시 관악구 남부순환로 1449, 강남힐병원 (신림동)	126.9117246	37.4815953	20060126	3	02-853-4600	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz	강동삼성재활의학과병원	21	병원	강동구	길동	서울특별시 강동구 천호대로 1165, (길동)	127.1409415	37.5340867	20260727	3	02-488-7114	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ4OSQyNjEwMDIjNTEjJDEjJDIjJDgz	강동아너스힐병원	21	병원	강동구	길동	서울특별시 강동구 양재대로 1463, 5~15층 (길동)	127.1392273	37.5366086	20251031	8	02-6677-7533	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQxMyQ0NjEwMDIjNzEjJDEjJDgjJDgz	강동연세병원	21	병원	강동구	천호동	서울특별시 강동구 올림픽로 734, (천호동)	127.1266323	37.5467696	20120316	4	02-1899-0102	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz	강북21세기병원	21	병원	중랑구	상봉동	서울특별시 중랑구 면목로 473, (상봉동)	127.0856598	37.594048	19840403	7	1577-6336	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQyNjEwMDIjODEjJDEjJDYjJDgz	강북연세병원	21	병원	노원구	공릉동	서울특별시 노원구 동일로 996, (공릉동)	127.0754877	37.6191956	20160310	11	02-2092-5505	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjEyMjIjNjEjJDEjJDQjJDgz	강북우리병원	21	병원	강북구	수유동	서울특별시 강북구 한천로 1083, 수유동 (수유동, 광산타워)	127.022638	37.6425442	20121012	5	02-6222-1000	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjEwMDIjNjEjJDEjJDQjJDgz	강북으뜸병원	21	병원	강북구	미아동	서울특별시 강북구 도봉로 187, 지하1층, 지상1층~지상5층 (미아동)	127.026202	37.6254286	20200311	7	02-986-0334	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQyNjE4MzIjNjEjJDEjJDAjJDgz	강서바른세상병원	21	병원	강서구	방화동	서울특별시 강서구 금낭화로 9, 바른세상병원 1~7층 (방화동)	126.8116185	37.5661467	20190614	3	02-2603-0300	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQzIyQwMCQzNjEyMjIjODEjJDEjJDYjJDgz	강서송도병원	21	병원	강서구	등촌동	서울특별시 강서구 공항대로 315, (등촌동, 서울시니어강서타워)	126.8427872	37.5585273	20030128	8	02-2659-0600	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQxMyQyNjE4MzIjNDEjJDEjJDgjJDgz	강서케이병원	21	병원	강서구	화곡동	서울특별시 강서구 가로공원로 187, 강서케이병원 (화곡동)	126.8367214	37.537373	20090924	9	1833-7530	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQzNjE0ODEjNDEjJDEjJDQjJDgz	강서푸른꿈성모어린이병원	21	병원	강서구	등촌동	서울특별시 강서구 공항대로41길 34, 플러스존 3,8,9층 (등촌동)	126.8457301	37.5592839	20250529	5	02-3665-0823	False
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQzNjEwMDIjODEjJDEjJDYjJDgz	강서힘찬병원	21	병원	강서구	등촌동	서울특별시 강서구 강서로56길 38, 강서힘찬병원 (등촌동)	126.8406822	37.5592035	20100903	7	02-1899-2228	False
